Sequence_Header,Bin_Assignment_1,Bin_Assignment_2,Vote_Count,Total_Votes
UniRef100_A0A315WYI5,18,8,8,368
UniRef100_A0A1E3Q4T6,15,5,9,368
UniRef100_A0A3A5VF59,6,12,9,368
UniRef100_A0A0K9R960,5,13,9,368
UniRef100_A0A3B8RYU1,17,8,9,368
UniRef100_A0A1F3INA8,3,13,8,368
UniRef100_A0A3Q7GWK3,6,5,9,368
UniRef100_A0A1X4XWU0,13,4,9,368
UniRef100_A0A2E6C3X9,5,16,8,368
UniRef100_UPI000719E556,5,13,10,368
UniRef100_A0A1F6WX13,17,9,9,368
UniRef100_A0A1F7YUS4,12,4,7,368
UniRef100_UPI00111C277F,15,4,9,368
UniRef100_A0A486XLR4,2,16,12,368
UniRef100_A0A2P9BYJ8,5,13,9,368
UniRef100_A0A146IBC6,6,13,10,368
UniRef100_A0A3A0G8Q4,5,15,12,368
UniRef100_A0A421K4I0,5,16,9,368
UniRef100_A0A1V5FQ30,3,13,8,368
UniRef100_UPI000561EF0E,5,15,8,368
UniRef100_W5N528,6,9,8,368
UniRef100_A0A1A6AEY4,6,13,7,368
UniRef100_D7G8S6,7,11,8,368
UniRef100_A0A4V3WQA1,4,11,9,368
UniRef100_G0R2K0,16,8,7,368
UniRef100_A0A2H6GQN3,3,11,8,368
UniRef100_UPI0010F8B9FE,14,7,9,368
UniRef100_A0A317H2X5,2,14,13,368
UniRef100_A0A1Y2AXB2,5,17,7,368
UniRef100_UPI000D54B031,6,15,12,368
UniRef100_A0A2M6XEC4,6,7,8,368
UniRef100_A0A2N3NBP5,4,15,10,368
UniRef100_A0A2J8WB08,5,12,8,368
UniRef100_A0A1D2VEB3,4,14,10,368
UniRef100_A0A355H7L3,3,11,7,368
UniRef100_A0A1F6B2G6,4,18,9,368
UniRef100_UPI000F52B3FB,8,10,9,368
UniRef100_A0A2E1I8N8,6,12,8,368
UniRef100_UPI00084E8594,3,12,9,368
UniRef100_A0A556QJY1,7,11,9,368
UniRef100_UPI00087891B6,5,12,9,368
UniRef100_A0A1V6J866,15,7,8,368
UniRef100_A0A1M8ABS5,15,7,9,368
UniRef100_A0A316V226,5,15,8,368
UniRef100_A0A2D5SIR6,2,15,9,368
UniRef100_A0A1M7UPL0,3,15,9,368
UniRef100_A0A1D6JHN2,5,9,8,368
UniRef100_A0A533J3T7,3,15,7,368
UniRef100_A0A1V5KUW1,4,15,7,368
UniRef100_UPI0005844C30,9,5,8,368
UniRef100_A0A1W9VUD5,2,12,8,368
UniRef100_A0A0G1N5Q3,3,13,10,368
UniRef100_A0A535D1V7,17,10,12,368
UniRef100_A0A445EED7,3,12,6,368
UniRef100_A0A0F2TGT9,2,10,9,368
UniRef100_S9UF04,10,3,8,368
UniRef100_W7HXP9,11,4,9,368
UniRef100_F0VFT3,4,14,10,368
UniRef100_A0A0G0TWR2,10,8,9,368
UniRef100_A0A2N1J7N5,3,7,7,368
UniRef100_F0Y9G9,3,8,7,368
UniRef100_A0A2S6T5T5,16,7,8,368
UniRef100_A0A349PI72,6,13,9,368
UniRef100_A0A1J4JY21,3,8,9,368
UniRef100_A0A2E4TT82,11,8,8,368
UniRef100_A0A1G1JYD8,8,7,8,368
UniRef100_A0A0G1DBH9,12,6,8,368
UniRef100_A0A183A8S4,2,15,8,368
UniRef100_UPI0012EA449D,8,7,8,368
UniRef100_A0A0B4J2L9,8,9,8,368
UniRef100_UPI00111C3248,3,15,11,368
UniRef100_UPI0003941B6D,4,8,7,368
UniRef100_UPI000CFA1002,11,4,8,368
UniRef100_A0A1Z8MMD5,7,13,10,368
UniRef100_A0A382IXD1,16,7,8,368
UniRef100_V4BU95,4,16,7,368
UniRef100_A0A1A8YMX0,11,7,10,368
UniRef100_A0A0F3MHM1,18,12,9,368
UniRef100_A0A1A8MEF0,3,10,9,368
UniRef100_A0A1G2HG68,6,8,8,368
UniRef100_UPI000B772A5B,7,9,7,368
UniRef100_A0A1F4VRU9,6,11,7,368
UniRef100_Q091V1,14,5,8,368
UniRef100_A0A2K1IAX1,2,12,8,368
UniRef100_J9IAV2,3,10,12,368
UniRef100_A0A554LF96,13,4,8,368
UniRef100_UPI0011CF5996,3,16,8,368
UniRef100_E9FWU3,5,5,11,368
UniRef100_A0A523FSJ0,3,17,12,368
UniRef100_UPI000D721E88,3,18,8,368
UniRef100_A0A167DS02,10,7,9,368
UniRef100_A0A0G1RZ45,5,8,8,368
UniRef100_A0A1Z9GCJ5,8,7,7,368
UniRef100_A0A2N5JX44,6,12,9,368
UniRef100_A0A1E5QKV0,5,14,8,368
UniRef100_A0A3M1FD07,4,10,9,368
UniRef100_UPI0006A72F46,13,5,7,368
UniRef100_A0A2R5LG07,6,8,12,368
UniRef100_A0A3M1FGC2,14,7,9,368
UniRef100_A0A1V1T5J2,15,7,9,368
UniRef100_A0A523U225,9,8,8,368
UniRef100_A0A4D6YIA7,11,4,9,368
UniRef100_A0A383V1X8,6,13,9,368
UniRef100_J9GD47,5,14,9,368
UniRef100_A0A523RB56,3,11,14,368
UniRef100_Q38CF7,5,8,8,368
UniRef100_A0A5E4JNH9,4,14,11,368
UniRef100_UPI0009B5A327,6,10,9,368
UniRef100_A0A3S0GZ04,3,15,8,368
UniRef100_A0A352LNB9,5,5,9,368
UniRef100_D4G899,12,5,9,368
UniRef100_A0A0G1YH56,14,8,12,368
UniRef100_UPI0007E69D6C,13,4,8,368
UniRef100_A0A1G1ZYT6,3,13,6,368
UniRef100_UPI00038BD16B,7,7,7,368
UniRef100_A0A1H0FWH2,6,12,11,368
UniRef100_A0A1F7VCU2,2,17,9,368
UniRef100_A0A3Q3R4X6,8,5,7,368
UniRef100_UPI0005F7B133,11,6,7,368
UniRef100_A0A4S8K9L9,5,12,8,368
UniRef100_A0A3R7RV62,4,11,8,368
UniRef100_A0A1F7UGV0,10,3,8,368
UniRef100_I0IMV8,14,6,8,368
UniRef100_A0A3P3Z6H3,5,5,7,368
UniRef100_A0BFV4,6,10,8,368
UniRef100_A0A485LRV1,4,7,9,368
UniRef100_A0A0S8L5L4,7,12,7,368
UniRef100_A0A0G4B6Z5,17,8,8,368
UniRef100_A0A424IPM4,3,14,9,368
UniRef100_A0A1V5E9C2,4,10,7,368
UniRef100_A0A4P9YQC9,4,14,10,368
UniRef100_A0A350QVM3,14,8,9,368
UniRef100_UPI000BAEAB23,3,16,10,368
UniRef100_A0A2P4Y098,10,6,7,368
UniRef100_A0A0K9Q668,16,5,7,368
UniRef100_A0A0A6MYM4,5,10,7,368
UniRef100_A0A1F4SRX5,9,5,9,368
UniRef100_K1XQ99,9,8,7,368
UniRef100_A0A2D9A3T1,10,5,6,368
UniRef100_UPI0011868243,2,14,7,368
UniRef100_A0A421FKH6,4,14,8,368
UniRef100_L0AEB6,3,15,6,368
UniRef100_A0A1J0VME0,16,7,11,368
UniRef100_A0A2I0LR51,3,15,11,368
UniRef100_UPI0011CED82D,3,16,7,368
UniRef100_UPI000CE1F856,8,7,8,368
UniRef100_A0A2V8DYC0,5,16,9,368
UniRef100_UPI00071205BC,17,10,12,368
UniRef100_A0A1D1YNG5,7,12,9,368
UniRef100_A0A2E7VZC0,15,8,12,368
UniRef100_A0A067C619,6,6,7,368
UniRef100_U6H324,5,14,8,368
UniRef100_A0A0G1PCQ2,16,7,8,368
UniRef100_A0A4D6YGE7,3,14,10,368
UniRef100_A0A0D2WXX9,4,9,6,368
UniRef100_A0A0L0VHW2,9,11,7,368
UniRef100_A0A3D9LD83,16,7,10,368
UniRef100_U4LBN9,5,5,7,368
UniRef100_A0A1E4ZZH5,3,13,11,368
UniRef100_A0A0C2WXU2,7,13,7,368
UniRef100_UPI000DDAB2DF,8,7,9,368
UniRef100_A0A409XB70,6,14,9,368
UniRef100_Q22X14,15,7,9,368
UniRef100_B4PLF7,16,5,9,368
UniRef100_A0A537VFG9,5,7,7,368
UniRef100_UPI000A3A9DDD,8,5,8,368
UniRef100_A0A195BCM1,5,15,10,368
UniRef100_A0A2G5CCC8,6,9,10,368
UniRef100_U6M6W3,5,14,12,368
UniRef100_A0A1F6SAY6,17,9,10,368
UniRef100_A0A352N8W8,4,15,9,368
UniRef100_A0A1Y3NZC2,4,14,9,368
UniRef100_UPI00085A7CC0,7,4,8,368
UniRef100_A0A4V6ABR1,5,10,8,368
UniRef100_A0A1W2W166,3,11,7,368
UniRef100_A0A5A7TV29,3,16,9,368
UniRef100_A0A451CXL5,12,6,9,368
UniRef100_A0A078AKY9,16,7,10,368
UniRef100_A0A3P8TMZ8,6,6,7,368
UniRef100_C5YLV3,10,6,9,368
UniRef100_A0A2P5FQU9,15,5,10,368
UniRef100_A0A0G1QCA0,7,12,8,368
UniRef100_A0A2I3MCV6,13,3,8,368
UniRef100_A0A2E2TUW5,13,6,9,368
UniRef100_A0A1G5Q8E4,7,10,9,368
UniRef100_UPI0011865E0E,6,13,11,368
UniRef100_A0A1F0GDG4,6,11,10,368
UniRef100_A0A3B0ZPY8,13,6,11,368
UniRef100_UPI00062B5BC0,3,17,12,368
UniRef100_UPI0011AF48F4,6,5,10,368
UniRef100_A0A127F910,9,10,11,368
UniRef100_A0A426XRQ0,12,4,10,368
UniRef100_A0A3R9XWX6,7,8,8,368
UniRef100_A0A345ZAY1,9,6,9,368
UniRef100_A0A4P6K255,8,7,7,368
UniRef100_A0A2A5B617,9,9,9,368
UniRef100_T1J988,2,17,9,368
UniRef100_A0A2R4WZE1,8,5,9,368
UniRef100_A0A2C6JJF6,6,8,9,368
UniRef100_A0A0M0BL36,5,5,8,368
UniRef100_A0A0N0VF00,6,13,6,368
UniRef100_A0A183R8F9,6,13,7,368
UniRef100_A0A1S3TDR9,5,9,8,368
UniRef100_A0A2R6JLS0,8,6,8,368
UniRef100_A0A1E7FBK1,4,7,9,368
UniRef100_A0A3D5BD83,5,7,9,368
UniRef100_A0A0H5C2K4,17,9,12,368
UniRef100_A0A1S8W839,5,8,9,368
UniRef100_A0A0F7PG35,5,17,8,368
UniRef100_C5MFW4,8,9,8,368
UniRef100_A0A2G5CQX0,5,8,9,368
UniRef100_A0A202E8P9,7,9,8,368
UniRef100_UPI00083F9FFD,4,16,10,368
UniRef100_E0W3Z2,9,5,7,368
UniRef100_A0A2I0M3J4,3,11,8,368
UniRef100_A0A1C7NCM9,6,11,9,368
UniRef100_A0A4U6U356,17,9,7,368
UniRef100_UPI00129371C4,2,15,9,368
UniRef100_A0A1I8JQB1,10,6,9,368
UniRef100_A0A0R3MZ68,4,17,10,368
UniRef100_UPI00124D1073,16,8,12,368
UniRef100_A0A091IVB9,10,5,7,368
UniRef100_UPI001237E1CA,2,17,6,368
UniRef100_J4GTJ7,4,17,8,368
UniRef100_A0A2E9VXU1,2,12,12,368
UniRef100_A0A1V5YNH2,5,12,10,368
UniRef100_A0A318TA69,5,13,8,368
UniRef100_B8IT32,4,13,9,368
UniRef100_A0A1V6DPJ5,3,10,6,368
UniRef100_UPI001175FEE4,12,5,7,368
UniRef100_T0QEM4,5,15,8,368
UniRef100_A0A2M7U1Y9,5,14,7,368
UniRef100_A0A2K1IXP8,4,9,7,368
UniRef100_E0N5Q5,18,11,13,368
UniRef100_A0A2P8AI10,6,11,9,368
UniRef100_A0A0P6YD48,18,11,9,368
UniRef100_A0A4Y7QBK6,11,8,8,368
UniRef100_A0A0G2DRY7,4,11,9,368
UniRef100_UPI000C2006FC,5,7,8,368
UniRef100_A0A352KNV1,2,9,10,368
UniRef100_A0A2A2QGU9,6,10,7,368
UniRef100_B8GMX3,8,12,8,368
UniRef100_UPI000FE42544,5,7,7,368
UniRef100_A0A4V2NI62,4,9,7,368
UniRef100_A0A2D8KX92,18,11,9,368
UniRef100_U4LA54,5,12,7,368
UniRef100_UPI0009A9BAD1,10,6,8,368
UniRef100_A0A0A9YVW0,7,9,9,368
UniRef100_U3JFI3,2,12,8,368
UniRef100_D5E4X8,16,5,8,368
UniRef100_G4ZXC3,7,3,7,368
UniRef100_A0A0C9Y2K3,4,16,9,368
UniRef100_A0A5B8Y9C5,6,12,9,368
UniRef100_A0A2D9Y5H3,13,6,8,368
UniRef100_UPI0010A43BE1,4,6,8,368
UniRef100_UPI0010F66719,2,17,8,368
UniRef100_V5TI82,5,7,7,368
UniRef100_A0A4Y3WBS7,3,8,6,368
UniRef100_A0A2X0NJQ2,2,14,8,368
UniRef100_A0A4Y7KT80,8,5,8,368
UniRef100_A0A0R2L8L8,3,8,10,368
UniRef100_A0A1F5TEQ6,18,13,18,368
UniRef100_A0A2I8VLA5,8,5,9,368
UniRef100_A0A1M5FS51,8,7,8,368
UniRef100_A0A2E7FPB1,9,10,9,368
UniRef100_A0A1J1GSX2,2,14,7,368
UniRef100_UPI000B37B4BB,10,3,8,368
UniRef100_A0A2M7EBW7,6,13,10,368
UniRef100_I7LWA5,8,7,9,368
UniRef100_A0A2G5D6A0,7,4,9,368
UniRef100_A0A1X2IGW9,13,5,11,368
UniRef100_A0A1V9Z9C2,18,8,9,368
UniRef100_A0A3M7QQ56,3,16,10,368
UniRef100_UPI000C1D184C,7,12,9,368
UniRef100_K0KLJ9,11,5,7,368
UniRef100_UPI000365C319,6,10,7,368
UniRef100_A0A328PPF7,13,6,9,368
UniRef100_A0A3A0CGY2,7,9,8,368
UniRef100_A0A540MCS3,3,17,8,368
UniRef100_A0A1I8HRQ9,17,7,8,368
UniRef100_UPI000DF7FBFE,7,5,7,368
UniRef100_A0A0F9YE97,3,11,8,368
UniRef100_UPI0005ACD354,9,4,7,368
UniRef100_A0A2G6M1E8,5,15,8,368
UniRef100_A0A1R3HGF3,10,7,8,368
UniRef100_UPI000A1C68F7,5,4,7,368
UniRef100_A0A3A0FI95,3,12,7,368
UniRef100_A0A1G1FCX1,3,11,7,368
UniRef100_A0A2W6AC61,17,10,12,368
UniRef100_A0A0K9NIA7,15,6,7,368
UniRef100_UPI00068615AF,4,15,8,368
UniRef100_A0A0C2AJI0,2,15,8,368
UniRef100_UPI000A28021B,9,3,8,368
UniRef100_A0A0W8G521,5,5,9,368
UniRef100_G0V9F3,6,7,7,368
UniRef100_UPI000DD9C03B,4,16,7,368
UniRef100_A0A0S2C8P1,5,15,8,368
UniRef100_UPI0010420E93,3,11,7,368
UniRef100_A0A3A5VB53,4,11,7,368
UniRef100_A0A2P6RID9,9,8,8,368
UniRef100_UPI000773E119,16,9,12,368
UniRef100_A0A0L0T8C2,14,7,10,368
UniRef100_A0A363TP33,8,8,12,368
UniRef100_A0A2U4A491,3,16,9,368
UniRef100_A0A2E4BI12,13,6,10,368
UniRef100_U1NE08,11,7,9,368
UniRef100_A0A139TME7,7,12,9,368
UniRef100_A0A3F2RFR1,18,11,8,368
UniRef100_UPI000440F68B,14,6,8,368
UniRef100_UPI000A373C1A,15,6,7,368
UniRef100_A0A2D4CGI7,17,7,9,368
UniRef100_A0A2J6WHR8,4,6,8,368
UniRef100_A0A2I4FQ57,13,6,10,368
UniRef100_L9VEN9,9,8,9,368
UniRef100_V5FS85,7,13,9,368
UniRef100_A0A1M6F5V3,5,5,8,368
UniRef100_A0A1R2BF25,3,17,6,368
UniRef100_A0A4R0R9W3,3,15,7,368
UniRef100_UPI00044086C8,9,5,8,368
UniRef100_A0A2R6EMP2,4,13,7,368
UniRef100_A0A554LS33,3,14,9,368
UniRef100_UPI000C9D34A5,5,9,7,368
UniRef100_A0A0F7STK4,15,7,9,368
UniRef100_A0A0B1P0M5,5,11,8,368
UniRef100_UPI0011760DD7,4,16,9,368
UniRef100_A0A351SJE9,3,13,10,368
UniRef100_A0A3R7JRV6,4,10,8,368
UniRef100_T1EG17,7,4,11,368
UniRef100_A0A0X9VIY4,5,7,11,368
UniRef100_A0A1W4V545,16,6,8,368
UniRef100_A0A1F5Z5B5,15,7,7,368
UniRef100_A0A507C5Z2,9,4,8,368
UniRef100_D2VXT3,7,12,8,368
UniRef100_A0A5C3LAB6,18,11,7,368
UniRef100_A0A2R6MVE4,3,13,7,368
UniRef100_A0A2I0RMN7,8,5,8,368
UniRef100_A0A2T4VY50,8,10,9,368
UniRef100_A0A136KF93,6,11,9,368
UniRef100_A0A1F6V633,17,8,10,368
UniRef100_A0A2E3YBV1,5,5,10,368
UniRef100_A0A1V9Z3W0,5,9,7,368
UniRef100_A0A0G1UH33,5,9,8,368
UniRef100_A0A537RV30,7,12,7,368
UniRef100_UPI000EF82B92,4,10,7,368
UniRef100_A0A2E9IKZ0,4,18,7,368
UniRef100_A0A2H0T890,4,13,7,368
UniRef100_A0A3A4UEB5,3,12,9,368
UniRef100_A0A1G2D0P0,6,12,9,368
UniRef100_A0A4Y7IYF4,14,6,8,368
UniRef100_A0A2E5P666,6,11,6,368
UniRef100_A0A0G0TQD2,6,6,9,368
UniRef100_UPI00058143FD,6,6,7,368
UniRef100_A0A0H5E511,7,9,8,368
UniRef100_A0A2G9Z2C2,8,11,7,368
UniRef100_A0A520KRG7,17,8,12,368
UniRef100_J9HS88,2,15,7,368
UniRef100_A0A2E2NUL6,14,5,10,368
UniRef100_A0A139XYV8,5,13,8,368
UniRef100_UPI00117EDF44,2,15,8,368
UniRef100_A0A0L1KX63,5,15,13,368
UniRef100_A0A0K9NS24,3,9,8,368
UniRef100_A0A2T1FWU6,9,8,8,368
UniRef100_A0A422PH41,11,5,8,368
UniRef100_A0A0E0DJX7,4,7,7,368
UniRef100_A0A0G1JBM6,9,4,10,368
UniRef100_A0A3B1DLC9,12,7,9,368
UniRef100_UPI000D180511,6,5,9,368
UniRef100_UPI00040CBE55,12,5,9,368
UniRef100_A0A3D1UWF4,7,9,9,368
UniRef100_A0A284QVF6,10,9,8,368
UniRef100_A0A1G3ZML0,10,6,8,368
UniRef100_A0A2V4D5W7,7,9,8,368
UniRef100_K0S9C9,5,11,9,368
UniRef100_A0A199UK51,8,5,8,368
UniRef100_UPI001038413E,4,12,8,368
UniRef100_A0A1J7J980,7,10,8,368
UniRef100_A0A485L4N0,4,6,7,368
UniRef100_A0A443PQ58,5,8,7,368
UniRef100_A0A088MXJ3,3,11,9,368
UniRef100_A0A2D9WCQ9,5,15,8,368
UniRef100_UPI000679115E,16,7,12,368
UniRef100_A0A2Z6ML77,7,7,8,368
UniRef100_A0A200QHG9,11,7,7,368
UniRef100_A0A0P1AGR2,7,11,7,368
UniRef100_A0A1I7X7G7,5,10,8,368
UniRef100_A0A5E4BJZ4,4,14,10,368
UniRef100_R7T860,3,8,10,368
UniRef100_A0A3N2PXU0,5,8,8,368
UniRef100_A0A364MZM5,17,7,9,368
UniRef100_A0A101FM22,6,11,8,368
UniRef100_A0A0A1P9K4,5,15,8,368
UniRef100_A0A139IRP8,18,10,8,368
UniRef100_A0A3D3RTQ2,10,6,8,368
UniRef100_A0A0N1I6F5,6,8,10,368
UniRef100_A0A446V4X1,4,12,7,368
UniRef100_UPI000B4F633D,5,9,8,368
UniRef100_A0A1G2D8F4,9,5,8,368
UniRef100_A0A2M8G188,15,8,10,368
UniRef100_UPI0009018BFD,5,15,8,368
UniRef100_D0WPA9,11,7,10,368
UniRef100_A0A1Q9CI64,15,6,9,368
UniRef100_G5ACX8,4,9,8,368
UniRef100_A0A3A5VEE4,7,11,7,368
UniRef100_R7QCX7,18,12,10,368
UniRef100_K7XLG0,18,9,10,368
UniRef100_A0A4Q7ZTX7,12,8,9,368
UniRef100_A0A0D2MKI0,7,11,9,368
UniRef100_A0A226DGW9,10,5,9,368
UniRef100_A0A2H9Q0G3,4,16,9,368
UniRef100_A0A0C3DS96,5,12,9,368
UniRef100_A0A5B8MP39,4,13,7,368
UniRef100_A0A1J5RYW2,5,13,8,368
UniRef100_A0A0D8HN75,13,4,7,368
UniRef100_A0A2P8KFE8,4,14,9,368
UniRef100_A0A024GQ34,4,16,7,368
UniRef100_A0A3R7KVX5,6,7,8,368
UniRef100_A0A4W4HR37,4,15,9,368
UniRef100_UPI000947E707,6,6,9,368
UniRef100_A0A1Z5KQ99,15,6,7,368
UniRef100_UPI0010A3EB04,7,11,9,368
UniRef100_A0A485LQR0,5,8,7,368
UniRef100_A0A0D2BV35,2,12,6,368
UniRef100_R7QL50,5,15,9,368
UniRef100_A0A2V2WJ49,5,8,8,368
UniRef100_A0A0S8BJF0,9,8,8,368
UniRef100_Q38BZ1,2,12,13,368
UniRef100_A0A1F6EMX0,16,5,10,368
UniRef100_Q74ZT3,17,10,9,368
UniRef100_UPI0011C0EA97,3,15,7,368
UniRef100_U5W139,16,9,10,368
UniRef100_A0A553G948,3,11,8,368
UniRef100_A0A314ZMP2,6,12,8,368
UniRef100_A0A507DTM0,7,8,9,368
UniRef100_A0A1Q6T222,7,9,9,368
UniRef100_S9VHL8,10,7,8,368
UniRef100_A0A4E0S1V0,3,15,7,368
UniRef100_A0A1F3J1N0,8,8,7,368
UniRef100_A0A2N2YJT4,4,15,7,368
UniRef100_A0A1T2LDI3,2,14,12,368
UniRef100_A0A2R6PT41,17,7,9,368
UniRef100_V3Z5F9,6,12,9,368
UniRef100_A0A5E8BFQ0,10,8,8,368
UniRef100_A0A4U5JBS4,8,11,9,368
UniRef100_UPI001175CA9A,6,6,7,368
UniRef100_A0A507F812,11,7,9,368
UniRef100_A0A292IHV9,3,9,9,368
UniRef100_C0DTK6,2,13,11,368
UniRef100_A0A087X349,3,11,8,368
UniRef100_W6TTR8,4,15,9,368
UniRef100_A0A285VJC4,17,10,13,368
UniRef100_A0A317JGI8,7,10,10,368
UniRef100_G1PIL4,4,15,9,368
UniRef100_A0A1G2EZC8,4,12,8,368
UniRef100_V4XTA0,7,12,8,368
UniRef100_W5KTH9,7,3,8,368
UniRef100_A0A388JXV1,4,14,8,368
UniRef100_A0A0S7ZF65,10,10,10,368
UniRef100_UPI00101D9CFE,15,6,7,368
UniRef100_R6SLI6,6,8,8,368
UniRef100_UPI000A387E67,7,4,10,368
UniRef100_A0A1B1DVB0,5,15,10,368
UniRef100_A0A0D1WN36,5,13,8,368
UniRef100_A0A2A2XX71,5,15,9,368
UniRef100_A0A0F7S401,4,17,9,368
UniRef100_A0A1F6R1D2,4,14,7,368
UniRef100_UPI00063F9C60,4,10,7,368
UniRef100_A0A5C5G566,17,7,8,368
UniRef100_A0A3B0WHK1,15,6,10,368
UniRef100_A0A2E4BFB9,15,6,9,368
UniRef100_A0A0G1U475,12,7,10,368
UniRef100_A0A2A2W4K6,4,15,7,368
UniRef100_A0A1H3UGS8,7,10,11,368
UniRef100_A0A5C2HQC8,4,11,8,368
UniRef100_A0A0G1UGR1,5,12,9,368
UniRef100_A0A200QGC4,7,9,8,368
UniRef100_A0A024FV76,4,17,11,368
UniRef100_A0A1F3KMT6,14,5,8,368
UniRef100_A0A3B9T8U7,17,10,8,368
UniRef100_A0A151Z5W5,14,6,10,368
UniRef100_A0A485L7I3,18,9,11,368
UniRef100_A0A3A6Q183,4,11,7,368
UniRef100_A0A2E6BRV7,4,7,10,368
UniRef100_A0A0S4JF47,3,15,8,368
UniRef100_A0A1F7X590,5,14,8,368
UniRef100_A0A1F9URH6,8,9,8,368
UniRef100_A0A4P5Y9B0,5,14,9,368
UniRef100_A0A1H0YM12,3,10,7,368
UniRef100_UPI000F551118,8,6,10,368
UniRef100_A0A2T2Z3C9,4,16,8,368
UniRef100_A0A535M149,13,6,9,368
UniRef100_UPI000521214C,2,11,6,368
UniRef100_UPI0004F0C77B,6,11,8,368
UniRef100_A0A2N2GGE4,11,4,7,368
UniRef100_A0A200R4A0,6,5,9,368
UniRef100_A0A424KJ85,17,10,7,368
UniRef100_A0A2S6SWE1,3,10,10,368
UniRef100_A0A0G4I825,15,8,9,368
UniRef100_UPI000789528D,5,7,12,368
UniRef100_UPI0003C4A861,14,6,9,368
UniRef100_UPI0011410600,2,15,7,368
UniRef100_A0A3M1GPL2,12,7,8,368
UniRef100_S4RCG7,10,8,8,368
UniRef100_A0A238F2X4,8,10,10,368
UniRef100_A0A1H1LZ14,4,14,9,368
UniRef100_A0A160PEC6,4,16,9,368
UniRef100_A0A524EWW0,16,5,7,368
UniRef100_J4IC45,10,7,8,368
UniRef100_N1QG63,5,11,9,368
UniRef100_A0A167LLX7,10,9,8,368
UniRef100_A0A0G1QS03,4,10,10,368
UniRef100_A0A1D1UYZ3,2,15,6,368
UniRef100_I1MI09,17,8,10,368
UniRef100_A0A355STC7,11,8,7,368
UniRef100_A9TEJ3,3,10,7,368
UniRef100_A0A2D6L9B3,2,14,7,368
UniRef100_A0A1V9Y9V6,6,8,9,368
UniRef100_A0A2R6HCA5,3,17,7,368
UniRef100_A0A1R2C2C0,6,13,10,368
UniRef100_A0A512JB74,2,17,7,368
UniRef100_A0A1W9PDP2,7,13,7,368
UniRef100_A0A1W9S9X1,5,14,9,368
UniRef100_A0A354P7N4,5,14,7,368
UniRef100_C6LNT0,6,12,8,368
UniRef100_A0A421FNH9,18,13,8,368
UniRef100_G7QBW7,7,6,9,368
UniRef100_UPI0012AD6AD2,16,7,8,368
UniRef100_UPI0002C3766A,5,12,7,368
UniRef100_A0A0D9X3N6,9,6,7,368
UniRef100_A0A1Z8YGL1,6,15,8,368
UniRef100_A0A420HG49,6,11,8,368
UniRef100_UPI0004238149,14,7,8,368
UniRef100_J9FAE9,15,6,8,368
UniRef100_A0A078J3S0,7,10,10,368
UniRef100_A0A2V0P2A1,5,7,12,368
UniRef100_A0A2H0WLN6,8,10,7,368
UniRef100_A0A2R6REF4,5,16,8,368
UniRef100_A0A1G1ZVC2,16,8,9,368
UniRef100_A0A4S9U5G6,6,7,9,368
UniRef100_A0A2E7JI36,4,18,8,368
UniRef100_UPI000947F270,6,6,8,368
UniRef100_A0A146K986,3,10,7,368
UniRef100_A0A1G1LJ28,10,4,9,368
UniRef100_A0A2U8BT18,3,14,9,368
UniRef100_A0A1F8DR53,13,5,8,368
UniRef100_A0A2M8EKG9,14,8,10,368
UniRef100_A0A0G1T8X8,16,7,11,368
UniRef100_UPI0007381CD0,16,9,8,368
UniRef100_A0A1I4JIS7,14,8,9,368
UniRef100_UPI000FBDAB0C,11,3,8,368
UniRef100_A0A1F5VE89,14,3,11,368
UniRef100_A0A1J1IRM3,2,11,8,368
UniRef100_A0A2E5QGH0,11,4,9,368
UniRef100_A0A3B0WLN0,8,10,10,368
UniRef100_UPI000A2834BA,4,13,8,368
UniRef100_UPI000A0ED84F,2,14,14,368
UniRef100_A0A0G1KV98,18,14,14,368
UniRef100_A0A498L0G5,9,8,7,368
UniRef100_A0A1Y2F391,5,15,8,368
UniRef100_UPI00107FCB8B,16,7,9,368
UniRef100_A0A1V5NGI8,7,13,8,368
UniRef100_K6UCP9,5,15,8,368
UniRef100_A0A554LCQ3,3,10,7,368
UniRef100_A0A3M7MS53,12,6,8,368
UniRef100_A0A2D6NAP0,5,12,6,368
UniRef100_A0A1V8SDH2,8,10,7,368
UniRef100_A0A5K1VTI1,5,11,9,368
UniRef100_UPI00031E8E0B,11,7,10,368
UniRef100_A0A4Q0A1R9,12,6,9,368
UniRef100_UPI0009495EC4,12,7,8,368
UniRef100_A2FQ69,4,10,11,368
UniRef100_UPI0010BD17D6,7,4,8,368
UniRef100_A0A1F8H1L4,13,7,12,368
UniRef100_UPI0009E40463,3,18,10,368
UniRef100_A0A378PCX6,18,12,8,368
UniRef100_A0A523TB04,11,4,7,368
UniRef100_A0A2G3CD06,9,10,8,368
UniRef100_UPI000FD6232C,8,12,7,368
UniRef100_UPI001015E689,11,4,8,368
UniRef100_A0A061S7E4,16,6,7,368
UniRef100_A0A318K6A5,4,17,12,368
UniRef100_V3ZUF6,6,7,8,368
UniRef100_A0A1Y4DLQ2,6,15,10,368
UniRef100_A5DY75,6,8,8,368
UniRef100_A0A1F5C6E0,11,5,8,368
UniRef100_A0A0P1BM26,5,12,7,368
UniRef100_UPI00031BCBEC,4,13,12,368
